SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQualityRate,LocalAmenities,TransportAccess,Floors,Windows,PreviousSalePrice
1855.66,2.0,2.0,627.71,57.65,8.0,61.98,21.63,98.65,1.17,4.0,4.0,2.0,1.0,33.0,232763.4339
550.0,1.0,2.0,42.64,18.48,8.0,30.24,33.36,99.9,1.92,6.0,5.0,4.0,1.0,16.0,39320.77936
550.0,1.0,3.0,802.22,34.69,4.0,12.35,11.81,97.82,1.35,3.0,6.0,4.0,1.0,16.0,2288.046804
1201.61,3.0,1.0,914.77,37.18,5.0,87.97,14.17,95.97,2.29,5.0,9.0,5.0,1.0,13.0,136299.3793
657.08,2.0,4.0,52.16,35.64,6.0,56.93,32.81,98.85,2.27,4.0,6.0,4.0,1.0,12.0,169984.7819
1314.28,5.0,4.0,959.01,20.57,9.0,24.91,33.99,98.67,1.44,9.0,10.0,10.0,1.0,15.0,733192.082
550.0,4.0,4.0,378.65,45.75,8.0,25.55,25.2,91.14,1.76,9.0,8.0,10.0,1.0,15.0,341930.4411
853.67,1.0,3.0,493.31,30.62,7.0,43.94,0.23,87.08,1.44,3.0,7.0,9.0,1.0,10.0,203135.0878
1327.5,2.0,4.0,379.51,35.7,9.0,1.48,10.82,99.9,1.45,5.0,1.0,5.0,1.0,22.0,224234.871
1499.31,2.0,4.0,653.16,15.67,10.0,70.9,12.31,95.07,1.03,5.0,7.0,9.0,1.0,12.0,375804.5889
1207.93,1.0,4.0,449.39,3.65,8.0,54.12,16.04,94.95,1.66,4.0,5.0,5.0,1.0,33.5,400353.0931
1063.97,3.0,2.0,791.99,13.57,8.0,129.6,2.95,99.9,1.87,4.0,4.0,7.0,1.0,4.0,266959.7699
1454.19,2.0,4.0,599.84,51.1,7.0,101.47,7.77,95.25,2.0,3.0,10.0,8.0,1.0,10.0,272226.5919
908.79,4.0,4.0,624.47,45.99,9.0,1.73,25.46,87.3,1.95,4.0,3.0,5.0,1.0,15.0,354814.027
617.59,1.0,3.0,781.71,26.94,7.0,28.55,6.02,94.12,1.92,6.0,6.0,7.0,1.0,33.5,106958.1941
550.0,3.0,4.0,290.39,63.27,9.0,14.88,15.72,99.9,0.96,6.0,10.0,10.0,1.0,10.0,385958.6291
550.0,1.0,2.0,474.12,60.17,3.0,104.94,7.05,93.15,1.71,1.0,2.0,2.0,1.0,20.0,232659.8746
652.06,1.0,2.0,468.82,14.55,7.0,76.46,26.9,97.01,0.99,6.0,5.0,4.0,1.0,14.0,186561.027
1202.25,1.0,1.0,1058.19,4.8,5.0,52.48,39.84,96.8,1.42,2.0,10.0,5.0,1.0,13.0,27242.99173
1335.59,2.0,2.0,566.17,36.23,9.0,5.54,31.97,97.01,1.27,5.0,6.0,3.0,1.0,24.0,224453.3926
651.16,2.0,3.0,669.6,2.35,10.0,21.52,22.68,97.23,1.69,6.0,9.0,8.0,1.0,24.0,288953.9379
1291.47,1.0,3.0,259.1,19.63,8.0,64.39,4.13,97.63,1.87,9.0,9.0,10.0,1.0,18.0,366209.5049
784.56,2.0,4.0,1061.5,3.64,9.0,2.66,5.48,97.77,1.19,8.0,10.0,7.0,1.0,12.0,294394.8671
1765.92,4.0,1.0,903.8,19.59,5.0,34.07,19.04,99.9,1.37,8.0,2.0,7.0,1.0,24.0,470617.3801
931.48,3.0,2.0,441.0,23.97,7.0,41.32,23.8,95.42,1.96,6.0,6.0,6.0,1.0,10.0,149196.1255
550.0,3.0,3.0,574.77,42.01,6.0,57.96,30.3,99.9,2.1,2.0,8.0,6.0,1.0,4.0,111483.7929
1218.77,3.0,3.0,60.66,26.54,8.0,32.93,3.14,99.9,1.8,3.0,10.0,10.0,1.0,29.0,555419.4024
1530.65,1.0,3.0,279.94,28.18,9.0,0.76,11.45,89.54,0.76,3.0,10.0,10.0,1.0,12.0,293173.5014
1075.66,2.0,4.0,526.25,16.71,10.0,47.39,3.14,89.93,1.45,8.0,9.0,9.0,1.0,14.0,454224.74
1070.9,2.0,2.0,683.25,38.34,4.0,76.04,4.25,93.18,1.96,2.0,4.0,8.0,1.0,16.0,155629.7633
1046.72,1.0,1.0,365.58,7.37,7.0,14.15,14.2,97.97,1.73,4.0,7.0,8.0,1.0,13.0,36218.50627
929.42,4.0,4.0,579.92,31.51,9.0,100.87,9.36,97.89,1.43,9.0,10.0,7.0,1.0,17.0,719031.1603
1391.97,1.0,3.0,677.48,14.8,9.0,18.37,21.95,99.68,1.78,9.0,6.0,7.0,1.0,28.0,350893.6882
1020.94,1.0,3.0,414.41,43.21,6.0,45.08,32.34,99.9,1.84,5.0,8.0,6.0,1.0,17.0,282176.9848
550.0,5.0,2.0,466.66,9.67,6.0,25.94,19.59,87.66,1.15,2.0,5.0,6.0,1.0,10.0,165262.1931
598.27,1.0,2.0,161.96,81.01,5.0,136.4,36.49,92.06,1.51,3.0,2.0,2.0,1.0,10.0,218656.5922
1299.69,1.0,3.0,424.48,23.92,6.0,43.32,24.3,90.26,1.05,7.0,5.0,5.0,1.0,30.0,109262.9466
550.0,2.0,3.0,462.36,24.1,7.0,30.57,8.05,96.83,2.5,5.0,4.0,6.0,1.0,33.5,124130.0211
550.0,3.0,3.0,617.2,17.01,8.0,15.43,21.13,98.86,2.41,8.0,1.0,2.0,1.0,17.0,240723.9342
1491.29,2.0,2.0,357.3,34.76,7.0,99.75,37.53,99.9,1.56,7.0,9.0,6.0,1.0,9.0,425833.8266
754.89,3.0,3.0,552.49,14.42,7.0,49.98,27.06,97.77,1.37,5.0,4.0,5.0,1.0,17.0,354025.0532
1226.96,3.0,4.0,531.09,14.93,8.0,62.42,36.45,91.28,2.07,8.0,10.0,10.0,1.0,13.0,591243.0487
726.25,3.0,2.0,356.7,23.36,6.0,40.62,15.59,80.42375000000001,0.99,5.0,2.0,4.0,1.0,23.0,80249.68749
2368.87,4.0,4.0,332.86,46.97,7.0,38.21,26.62,97.85,1.82,7.0,4.0,5.0,1.0,8.0,777690.5729624999
1269.8,3.0,2.0,226.61,55.91,7.0,65.34,17.95,90.82,1.2,3.0,5.0,5.0,1.0,13.0,120641.1846
550.0,2.0,4.0,262.5,66.56,6.0,13.19,22.56,96.38,1.25,4.0,5.0,5.0,1.0,15.0,210191.7816
796.96,2.0,1.0,338.71,35.29,7.0,50.9,2.72,88.22,0.94,2.0,3.0,2.0,1.0,14.0,144444.3827
691.76,2.0,4.0,772.17,0.9,7.0,52.8,34.03,83.77,0.97,4.0,9.0,5.0,1.0,18.0,372903.1066
550.0,1.0,1.0,517.99,75.14,5.0,122.36,38.89,96.73,1.88,3.0,9.0,7.0,1.0,12.0,215266.6129
1566.17,1.0,4.0,413.19,28.69,6.0,9.75,3.54,87.55,0.57,4.0,3.0,2.0,1.0,12.0,360758.7201
915.54,3.0,4.0,641.04,13.59,7.0,3.98,13.75,88.11,1.39,6.0,10.0,9.0,1.0,15.0,451581.8526
912.43,2.0,4.0,675.78,5.82,10.0,87.95,20.4,96.93,0.8,6.0,9.0,7.0,1.0,12.0,490964.0904
869.01,1.0,4.0,352.77,28.99,6.0,25.24,19.03,93.67,1.35,6.0,8.0,5.0,1.0,10.0,208131.7245
620.84,2.0,3.0,17.86,19.36,5.0,32.53,6.75,88.01,1.27,5.0,2.0,7.0,1.0,24.0,173863.2991
1639.62,2.0,2.0,3.19,8.8,7.0,30.37,20.95,97.57,0.97,4.0,9.0,5.0,1.0,15.0,444390.5746
1049.18,3.0,4.0,707.58,28.7,8.0,35.17,13.22,95.43,1.63,7.0,5.0,7.0,1.0,2.0,357765.4371
982.14,3.0,5.0,719.34,29.47,10.0,55.67,4.06,98.37,0.58,6.0,5.0,4.0,1.0,26.0,533245.7382
783.28,5.0,2.0,1079.27,26.29,6.0,57.1,8.5,99.9,1.01,3.0,6.0,2.0,1.0,29.0,202902.1007
1773.43,1.0,3.0,668.06,10.13,8.0,62.14,0.51,99.9,1.23,6.0,4.0,5.0,1.0,18.0,300420.9694
793.3,1.0,3.0,648.22,16.36,8.0,47.64,11.15,96.1,1.18,5.0,8.0,6.0,1.0,19.0,118936.4125
1457.95,4.0,1.0,354.82,43.05,4.0,8.84,11.68,86.92,1.15,4.0,10.0,9.0,1.0,7.0,264830.6692
767.17,2.0,3.0,398.64,34.73,6.0,21.4,6.3,97.08,1.76,6.0,7.0,6.0,1.0,23.0,250240.374
1227.32,2.0,3.0,332.52,33.78,8.0,33.16,9.72,97.71,0.87,6.0,1.0,2.0,1.0,13.0,308975.0067
550.0,1.0,3.0,335.2,16.1,3.0,111.49,49.25,93.08,1.4,1.0,5.0,5.0,1.0,16.0,129346.5577
959.11,2.0,2.0,105.58,29.51,6.0,54.42,41.94,94.94,2.73,2.0,7.0,7.0,1.0,21.0,141781.5838
830.87,1.0,3.0,548.86,34.28,8.0,50.18,26.37,96.39,2.02,7.0,10.0,9.0,1.0,16.0,148245.4803
752.32,2.0,2.0,260.31,58.86,4.0,16.69,11.85,93.61,0.93,4.0,5.0,8.0,1.0,13.0,150506.8542
1003.08,3.0,3.0,553.67,38.64,7.0,100.78,20.91,96.32,2.08,6.0,6.0,7.0,1.0,7.0,276961.1672
862.01,2.0,2.0,249.1,0.3,9.0,33.68,4.06,87.54,1.23,6.0,6.0,5.0,1.0,16.0,87417.61365
1003.45,3.0,3.0,734.38,45.02,7.0,13.69,13.37,99.89,0.75,9.0,2.0,6.0,1.0,28.0,466053.3767
1693.37,3.0,3.0,627.71,15.14,7.0,52.19,14.5,87.49,1.47,4.0,7.0,9.0,1.0,5.0,579742.7608
877.75,3.0,2.0,933.82,20.51,9.0,61.71,15.41,95.12,1.0,5.0,8.0,6.0,1.0,10.0,181749.0237
987.69,3.0,2.0,317.43,8.22,5.0,117.41,18.55,90.96,1.44,4.0,6.0,5.0,1.0,6.0,282806.4098
818.02,2.0,3.0,356.03,19.43,7.0,17.02,8.78,95.92,0.77,6.0,6.0,6.0,1.0,18.0,232939.9465
1286.44,2.0,3.0,78.37,0.97,7.0,115.1,34.61,93.14,2.19,5.0,10.0,6.0,1.0,1.0,440991.8752
564.0,2.0,4.0,195.69,21.15,7.0,18.27,2.27,95.96,0.89,6.0,10.0,8.0,1.0,33.5,448262.0995
1115.74,2.0,2.0,363.84,26.52,9.0,52.99,39.91,92.9,1.68,6.0,3.0,7.0,1.0,14.0,270928.2453
823.43,1.0,3.0,723.64,13.51,8.0,5.04,30.86,96.3,1.3,5.0,8.0,6.0,1.0,12.0,93361.72987
1301.32,1.0,3.0,701.13,3.54,9.0,6.28,11.38,99.9,1.13,7.0,9.0,9.0,1.0,16.0,377284.1516
822.88,3.0,1.0,99.71,57.6,8.0,20.16,12.25,90.68,1.98,5.0,8.0,8.0,1.0,13.0,158326.2082
576.58,1.0,3.0,844.2,30.3,3.0,92.49,16.91,93.64,0.86,5.0,8.0,8.0,1.0,20.0,127580.1433
868.81,3.0,2.0,191.56,31.67,8.0,41.32,13.12,86.79,0.68,2.0,1.0,3.0,1.0,9.0,327942.3978
1324.76,2.0,3.0,591.56,0.53,10.0,40.36,28.77,95.09,1.1,6.0,3.0,4.0,1.0,10.0,291692.4095
550.0,2.0,2.0,1036.21,13.65,6.0,44.44,18.11,89.43,0.69,4.0,2.0,4.0,1.0,9.0,34992.28608
550.0,1.0,2.0,713.64,34.8,6.0,9.12,8.92,94.17,1.03,4.0,9.0,6.0,1.0,1.0,79685.5305
689.3,3.0,4.0,78.49,8.98,8.0,52.72,5.47,97.99,1.46,6.0,5.0,2.0,1.0,20.0,325702.4685
672.57,1.0,4.0,128.28,22.59,9.0,76.08,32.85,89.02,1.55,2.0,5.0,5.0,1.0,20.0,64800.0776
994.11,2.0,3.0,841.01,15.19,9.0,80.63,16.99,92.54,2.11,8.0,7.0,8.0,1.0,16.0,310330.6389
550.0,1.0,2.0,272.42,8.17,9.0,24.19,22.25,99.9,1.06,8.0,5.0,5.0,1.0,18.0,30841.13558
1652.17,2.0,3.0,407.83,35.62,7.0,3.66,8.38,85.21,0.99,5.0,10.0,10.0,1.0,13.0,253389.9044
601.34,2.0,3.0,918.91,57.11,7.0,66.24,30.2,91.39,1.06,7.0,4.0,6.0,1.0,9.0,225287.6452
1233.94,2.0,3.0,963.69,40.04,5.0,44.03,49.67,91.71,0.89,1.0,6.0,9.0,1.0,17.0,268725.3363
749.4,1.0,1.0,294.14,58.3,5.0,26.75,15.34,89.79,1.42,2.0,2.0,7.0,1.0,19.0,112557.7842
550.0,1.0,2.0,158.6,52.1,4.0,2.07,4.46,89.18,1.74,2.0,10.0,5.0,1.0,32.0,201105.8535
1022.41,5.0,3.0,504.11,46.27,9.0,39.65,2.84,93.11,2.0,4.0,1.0,5.0,1.0,23.0,486542.0495
856.11,1.0,3.0,973.7,40.3,8.0,76.15,13.82,93.02,1.47,5.0,1.0,6.0,1.0,22.0,200354.6815
749.05,2.0,1.0,549.21,32.97,4.0,37.82,39.85,90.36,2.37,5.0,5.0,6.0,1.0,6.0,143465.3715
1210.5,1.0,3.0,1246.73,34.55,8.0,69.62,23.63,90.42,0.78,3.0,8.0,4.0,1.0,17.0,297766.4618
1203.41,1.0,2.0,719.25,38.5,7.0,76.66,36.93,95.07,1.8,3.0,7.0,6.0,1.0,18.0,10402.19298
1834.27,1.0,4.0,442.13,5.16,7.0,26.65,8.93,96.45,0.8,5.0,6.0,5.0,1.0,33.5,414883.8699
1610.19,3.0,3.0,1107.22,46.55,8.0,61.03,15.19,91.51,0.67,4.0,3.0,2.0,1.0,8.0,336523.2209
842.83,2.0,5.0,470.72,3.32,8.0,20.9,17.48,96.68,0.8,5.0,7.0,6.0,1.0,16.0,472427.3284
986.24,1.0,2.0,267.45,25.64,7.0,20.48,46.58,88.86,1.44,3.0,10.0,8.0,1.0,18.0,61072.74943
901.44,1.0,5.0,764.24,8.35,7.0,37.68,4.83,92.71,2.44,4.0,6.0,5.0,1.0,2.0,341507.581
1196.66,1.0,3.0,803.69,14.05,6.0,31.45,17.73,98.48,2.07,5.0,4.0,6.0,1.0,33.5,276602.8802
550.0,1.0,3.0,1004.72,31.04,7.0,59.59,5.88,90.17,1.34,3.0,9.0,6.0,1.0,18.0,123472.3321
1143.53,4.0,2.0,524.9,42.78,6.0,45.91,5.3,90.93,1.33,7.0,10.0,8.0,1.0,12.0,170660.5113
879.37,1.0,3.0,738.28,3.07,10.0,37.04,18.6,98.33,2.35,4.0,7.0,5.0,1.0,10.0,232184.4505
1162.05,1.0,3.0,342.03,39.65,5.0,17.54,11.56,89.28,1.01,4.0,2.0,5.0,1.0,15.0,255680.9145
1393.7,2.0,4.0,289.19,51.18,9.0,58.77,0.4,97.49,1.37,7.0,5.0,7.0,1.0,8.0,466229.1726
1013.83,1.0,3.0,847.51,47.17,7.0,49.53,19.95,91.6,2.38,3.0,5.0,5.0,1.0,12.0,34080.24698
1095.87,2.0,4.0,86.61,63.3,6.0,137.10750000000002,5.08,94.71,2.3,4.0,10.0,8.0,1.0,16.0,271020.5549
640.47,3.0,2.0,828.6,8.79,6.0,37.9,9.5,91.77,2.34,8.0,7.0,4.0,1.0,22.0,233487.9935
550.0,3.0,3.0,530.03,41.38,7.0,37.99,22.32,93.74,1.25,2.0,2.0,4.0,1.0,10.0,59111.99664
1215.45,2.0,3.0,784.93,13.16,8.0,95.88,5.02,91.98,1.13,4.0,9.0,4.0,1.0,12.0,179048.5639
550.0,1.0,3.0,626.47,29.29,6.0,85.79,7.49,96.44,2.01,4.0,2.0,3.0,1.0,12.0,219831.0418
914.6,2.0,4.0,547.89,39.49,7.0,73.19,19.66,92.79,1.13,4.0,8.0,8.0,1.0,20.0,294980.0567
1167.36,1.0,5.0,342.4,16.17,10.0,89.03,3.54,90.8,1.02,9.0,5.0,5.0,1.0,14.0,321426.4606
774.1,2.0,4.0,280.19,35.74,7.0,36.78,13.44,91.09,1.86,7.0,9.0,5.0,1.0,6.0,255662.1158
591.05,2.0,1.0,609.33,24.52,6.0,58.93,34.44,98.53,1.26,5.0,5.0,7.0,1.0,20.0,73689.14401
1868.71,2.0,3.0,974.79,34.01,6.0,109.51,18.73,96.61,1.62,6.0,6.0,9.0,1.0,12.0,424277.6789
1229.28,2.0,5.0,113.92,63.14,8.0,41.59,28.62,92.03,0.81,6.0,9.0,10.0,1.0,15.0,526043.9889
1299.01,1.0,3.0,539.86,26.34,6.0,74.15,41.07,94.82,1.76,2.0,1.0,3.0,1.0,14.0,134458.4354
1348.57,2.0,2.0,623.4,34.17,10.0,23.68,11.21,97.94,2.13,5.0,10.0,10.0,1.0,11.0,154578.4452
550.0,3.0,2.0,576.47,16.83,4.0,117.39,16.42,97.44,0.94,1.0,2.0,2.0,1.0,12.0,11494.03147
1506.92,1.0,1.0,657.32,22.06,3.0,8.3,15.7,84.63,1.28,1.0,3.0,6.0,1.0,15.0,8077.514159
1541.12,3.0,5.0,342.48,34.69,10.0,52.64,34.17,94.41,1.75,6.0,9.0,10.0,1.0,10.0,745925.0583
1465.27,3.0,3.0,106.69,63.63,6.0,54.48,1.57,88.96,2.01,6.0,5.0,9.0,1.0,9.0,339352.9934
1384.6,2.0,2.0,246.71,51.13,3.0,68.81,3.72,88.67,1.03,3.0,10.0,9.0,1.0,7.0,211262.4756
696.73,2.0,2.0,798.97,31.93,5.0,16.08,22.51,89.62,2.48,4.0,7.0,4.0,1.0,7.0,38093.72884
550.0,2.0,2.0,733.44,77.31,6.0,54.34,33.38,99.13,1.77,5.0,3.0,5.0,1.0,22.0,65742.20377
579.17,2.0,3.0,414.2,35.56,8.0,33.84,39.41,99.9,2.59,8.0,10.0,7.0,1.0,7.0,234594.7157
550.0,1.0,2.0,716.98,10.94,6.0,81.96,17.69,87.27,2.14,4.0,6.0,7.0,1.0,12.0,78738.46379
972.63,3.0,2.0,511.34,31.4,5.0,74.77,45.34,96.12,1.51,5.0,4.0,6.0,1.0,19.0,62319.30542
1108.17,1.0,3.0,599.08,34.18,4.0,41.57,27.91,99.9,2.0,5.0,6.0,5.0,1.0,6.0,326871.9349
1275.71,1.0,3.0,627.16,2.92,5.0,82.05,4.3,95.33,1.43,4.0,9.0,6.0,1.0,33.5,260983.2642
669.93,5.0,4.0,426.17,31.86,10.0,65.06,0.55,87.94,1.05,5.0,7.0,5.0,1.0,8.0,464670.4555
616.76,3.0,3.0,502.97,66.94,7.0,102.01,51.165000000000006,89.05,2.8600000000000003,4.0,8.0,7.0,1.0,33.5,91349.73174
1967.39,3.0,2.0,297.81,23.46,6.0,23.54,4.72,99.9,1.31,8.0,6.0,7.0,1.0,15.0,584296.5703
574.35,1.0,4.0,792.79,6.61,4.0,9.45,16.48,95.41,0.97,7.0,7.0,6.0,1.0,31.0,246772.9168
616.19,2.0,3.0,76.39,39.64,6.0,17.41,16.1,86.37,2.08,7.0,9.0,5.0,1.0,28.0,261540.1198
550.0,1.0,3.0,688.12,27.67,8.0,13.27,39.64,95.8,1.26,5.0,9.0,9.0,1.0,28.0,135618.0739
891.48,1.0,1.0,452.06,14.33,6.0,37.03,11.9,92.89,1.6,7.0,9.0,7.0,1.0,15.0,155458.3273
894.63,4.0,4.0,980.29,28.61,8.0,34.16,14.92,99.08,1.51,8.0,7.0,6.0,1.0,17.0,540195.1268
550.0,2.0,3.0,448.08,20.53,3.0,47.05,14.87,96.44,1.84,3.0,8.0,6.0,1.0,24.0,125433.4053
940.02,2.0,2.0,595.3,17.77,5.0,16.67,9.26,99.9,1.34,2.0,7.0,7.0,1.0,16.0,76085.04288
1312.86,3.0,3.0,617.99,53.96,4.0,28.26,0.97,91.82,1.02,4.0,9.0,6.0,1.0,4.0,360804.7154
550.0,2.0,3.0,344.01,17.7,10.0,24.64,12.65,95.27,1.11,5.0,7.0,8.0,1.0,11.0,345301.1169
1162.7,1.0,3.0,749.35,30.6,4.0,44.31,36.35,99.71,2.48,5.0,7.0,5.0,1.0,15.0,134424.6484
1363.61,2.0,3.0,530.86,11.04,5.0,47.99,23.55,88.48,2.14,2.0,4.0,2.0,1.0,20.0,287608.8059
967.5,2.0,1.0,619.84,56.21,9.0,32.92,30.64,89.77,1.74,4.0,6.0,6.0,1.0,33.5,63461.64517
1496.01,2.0,1.0,931.13,35.22,6.0,40.2,24.73,88.68,1.42,3.0,5.0,6.0,1.0,9.0,31312.2379
1450.32,2.0,2.0,819.47,19.79,5.0,22.77,4.16,97.1,1.5,3.0,7.0,7.0,1.0,16.0,107051.602
550.0,1.0,3.0,516.57,29.44,5.0,89.07,23.37,95.53,1.39,4.0,1.0,4.0,1.0,18.0,113762.2573
1063.8,3.0,2.0,72.32,38.73,3.0,104.61,31.66,94.79,0.98,1.0,7.0,7.0,1.0,19.0,173011.4145
550.0,1.0,4.0,315.49,15.63,10.0,50.46,20.44,92.32,1.72,7.0,5.0,6.0,1.0,12.0,228842.5861
839.71,3.0,3.0,269.22,41.28,7.0,67.7,19.54,93.58,0.95,3.0,10.0,8.0,1.0,18.0,363926.4712
1608.13,1.0,4.0,751.05,33.09,6.0,37.3,7.78,97.45,1.22,6.0,7.0,6.0,1.0,33.5,281459.367
1273.14,1.0,3.0,1115.4,3.1,9.0,12.27,22.07,93.45,1.85,2.0,8.0,6.0,1.0,11.0,309291.6366
1791.41,1.0,5.0,584.62,45.68,7.0,80.21,11.7,93.87,1.84,5.0,8.0,5.0,1.0,18.0,642660.1731
1449.57,2.0,2.0,218.06,52.99,7.0,16.22,11.04,89.94,1.34,8.0,7.0,6.0,1.0,21.0,373925.4367
1080.01,3.0,4.0,829.61,30.08,10.0,85.81,16.2,96.61,1.54,4.0,3.0,7.0,1.0,18.0,296080.8125
898.42,3.0,2.0,753.79,30.12,5.0,56.46,14.5,93.59,1.65,5.0,7.0,8.0,1.0,12.0,120748.8991
1118.55,2.0,4.0,416.48,20.32,9.0,69.87,24.46,98.71,0.41,6.0,6.0,5.0,1.0,14.0,482579.8184
1472.3,2.0,3.0,197.86,15.23,8.0,24.32,17.03,99.9,1.32,8.0,5.0,6.0,1.0,5.0,374688.5308
1607.84,2.0,4.0,744.42,34.17,9.0,82.91,21.75,96.17,1.27,7.0,5.0,5.0,1.0,8.0,492837.5405
562.66,1.0,4.0,1033.7,31.32,7.0,39.75,15.11,98.52,1.37,6.0,7.0,10.0,1.0,20.0,187029.6332
897.9,2.0,4.0,878.38,41.81,6.0,108.37,23.31,96.31,2.24,3.0,10.0,3.0,1.0,5.0,214567.9897
661.11,3.0,4.0,400.51,44.34,8.0,13.16,13.2,92.13,0.36,4.0,4.0,7.0,1.0,18.0,289175.2005
550.0,1.0,4.0,859.66,53.61,6.0,12.94,32.04,94.7,1.69,1.0,6.0,6.0,1.0,13.0,49286.31346
1056.4,1.0,2.0,429.11,27.56,8.0,30.09,21.32,99.9,2.23,7.0,10.0,9.0,1.0,31.0,105893.9773
1562.69,1.0,3.0,498.85,65.8,8.0,23.76,48.1,96.45,2.04,6.0,7.0,8.0,1.0,10.0,219715.3461
871.97,1.0,3.0,585.06,43.3,8.0,65.52,14.88,91.65,2.2,4.0,4.0,4.0,1.0,15.0,101977.0573
1474.99,2.0,2.0,774.45,25.39,5.0,57.62,19.71,94.71,1.49,6.0,1.0,2.0,1.0,33.5,160664.1315
1408.84,2.0,3.0,451.37,4.96,10.0,15.97,10.1,91.61,1.03,8.0,6.0,9.0,1.0,11.0,674243.2779
1489.93,3.0,4.0,862.07,24.76,9.0,17.03,4.43,99.9,1.39,8.0,7.0,7.0,1.0,11.0,538930.9587
739.52,1.0,2.0,242.38,40.47,3.0,70.56,12.92,93.71,1.31,4.0,5.0,7.0,1.0,11.0,55082.70931
983.44,3.0,4.0,230.94,24.73,6.0,90.16,20.58,96.02,1.09,6.0,3.0,5.0,1.0,17.0,340219.0907
1001.99,1.0,2.0,330.1,46.19,9.0,51.02,35.5,92.81,1.7,5.0,3.0,4.0,1.0,13.0,145924.0677
1033.18,2.0,3.0,938.16,35.33,6.0,50.1,27.39,99.9,1.37,5.0,7.0,10.0,1.0,11.0,242865.7596
769.59,2.0,3.0,1003.05,28.25,9.0,46.89,3.72,97.2,0.6,8.0,4.0,6.0,1.0,4.0,386892.0054
950.3,2.0,3.0,668.11,5.14,4.0,103.62,15.61,97.38,2.65,3.0,3.0,5.0,1.0,17.0,210723.6302
1112.35,3.0,2.0,858.86,8.25,5.0,58.48,0.57,90.38,1.79,7.0,5.0,4.0,1.0,19.0,152648.984
1346.52,3.0,4.0,495.15,48.47,8.0,15.14,3.85,92.79,0.82,5.0,7.0,4.0,1.0,14.0,651938.1489
1440.35,3.0,3.0,326.94,37.32,7.0,54.7,22.3,98.79,2.01,6.0,6.0,7.0,1.0,15.0,287338.197
550.0,1.0,2.0,65.14,37.18,4.0,46.18,13.68,88.29,1.58,2.0,6.0,8.0,1.0,12.0,3265.228971
550.0,1.0,3.0,830.42,7.29,7.0,32.71,23.89,88.59,1.54,3.0,7.0,7.0,1.0,12.0,138785.5624
1516.79,5.0,4.0,332.84,6.83,10.0,20.47,10.41,81.89,2.4,6.0,10.0,9.0,1.0,16.0,770226.5585
1377.31,3.0,3.0,505.29,3.31,7.0,36.77,3.27,96.75,2.01,6.0,10.0,9.0,1.0,16.0,639221.7557
936.93,1.0,3.0,664.37,50.51,7.0,94.89,4.26,95.47,1.4,4.0,7.0,7.0,1.0,10.0,244547.7443
550.0,1.0,3.0,803.59,27.49,8.0,7.29,12.97,95.66,1.25,6.0,10.0,8.0,1.0,23.0,135249.7958
1133.97,2.0,2.0,498.38,12.98,6.0,16.14,10.42,92.23,1.68,5.0,5.0,4.0,1.0,9.0,146352.1329
671.09,2.0,3.0,1075.03,44.77,6.0,46.21,19.07,98.68,1.88,3.0,2.0,7.0,1.0,16.0,144111.4723
765.5,4.0,3.0,236.65,40.87,6.0,18.81,20.06,88.26,1.89,5.0,5.0,8.0,1.0,15.0,347852.9497
550.0,2.0,3.0,770.54,82.91125,6.0,33.25,41.85,93.46,1.21,4.0,8.0,6.0,1.0,29.0,116431.2807
939.53,3.0,3.0,308.58,64.54,10.0,58.02,11.78,99.82,2.11,7.0,4.0,4.0,1.0,17.0,335756.4306
1078.38,3.0,1.0,188.26,22.28,3.0,22.3,9.51,92.7,1.22,5.0,1.0,3.0,1.0,18.0,142054.1093
613.32,1.0,2.0,895.23,61.27,4.0,8.04,27.62,92.6,0.69,1.0,9.0,7.0,1.0,18.0,24227.41436
1131.08,3.0,2.0,127.93,27.75,9.0,92.66,6.26,88.79,0.26,4.0,4.0,7.0,1.0,10.0,322432.6373
1258.83,2.0,2.0,706.86,42.24,6.0,2.71,7.99,99.9,0.96,5.0,4.0,8.0,1.0,16.0,398084.8022
550.0,1.0,4.0,710.84,35.57,4.0,106.19,28.38,83.58,1.91,2.0,3.0,2.0,1.0,17.0,254395.5888
1168.46,1.0,1.0,13.21,29.58,3.0,51.98,12.09,89.53,1.73,6.0,8.0,8.0,1.0,31.0,40447.49944
550.0,3.0,3.0,27.0,2.59,6.0,11.67,2.95,99.9,1.83,6.0,10.0,5.0,1.0,13.0,173352.8089
1059.29,3.0,2.0,616.14,17.83,4.0,12.61,6.14,92.79,1.62,4.0,6.0,8.0,1.0,26.0,382300.2905
1218.48,2.0,2.0,428.84,35.24,8.0,22.73,3.05,99.9,0.69,6.0,8.0,7.0,1.0,33.5,348394.5202
550.0,2.0,1.0,175.5,45.15,4.0,73.93,25.49,94.04,2.48,4.0,5.0,8.0,1.0,18.0,44186.82009
1189.42,2.0,3.0,594.28,8.05,7.0,73.86,10.56,99.04,2.58,7.0,10.0,5.0,1.0,33.5,241609.3476
1313.78,1.0,3.0,915.09,34.65,3.0,40.18,22.53,93.14,1.77,5.0,6.0,2.0,1.0,15.0,421078.3084
